timestamp_ms,ax,ay,az,gx,gy,gz,wheel_pulse
388010,350,296,6400,361,-82,-110,237
388015,242,206,5336,-423,712,-76,237
388020,235,-255,5918,-947,910,26,237
388025,100,87,5618,-725,1164,204,237
388030,61,202,1903,-304,1460,227,237
388035,484,748,3485,-277,536,289,237
388040,102,671,123,395,399,209,237
388045,26,375,1834,91,-691,34,237
388050,180,502,4832,108,-1344,-243,237
388055,124,-113,3886,749,-1268,-656,237
388060,272,-658,5842,1016,-1638,-800,237
388065,-223,-400,5939,238,-926,-502,238
388070,92,-1374,7695,-288,-306,-382,238
388075,368,-393,7097,455,597,-190,238
388080,613,-671,4411,352,1285,-27,238
388085,495,-531,4101,372,995,190,238
388090,364,-44,3055,1014,1009,364,238
388095,185,42,2636,1172,757,417,238
388100,86,-243,2612,1031,571,381,238
388105,38,-45,979,972,350,381,238
388110,-103,609,2787,450,-358,374,238
388115,349,346,6813,-554,-486,218,238
388120,-246,504,1038,267,390,46,238
388125,763,1565,10460,175,-1636,-145,238
388130,640,804,9166,200,-12,-464,238
388135,-82,-772,2896,-41,1410,-586,238
388140,633,-981,3510,-162,642,-376,238
388145,474,-542,3218,-178,548,-88,238
388150,-217,-108,1660,83,459,31,238
388155,-43,-330,1137,73,-430,62,238
388160,89,1,2274,19,-1260,174,238
388165,-112,-52,2147,-74,-1312,241,238
388170,4,953,8619,-916,-1730,207,238
388175,-380,-317,823,-486,-148,-22,238
388180,408,-179,8895,-697,-1515,-35,238
388185,795,-230,8378,-775,-25,68,238
388190,616,-339,6185,-432,742,138,238
388195,536,157,3449,-271,684,261,238
388200,432,436,2775,53,602,197,238
388205,43,121,1432,203,458,11,238
388210,-11,38,2395,284,-344,-140,238
388215,-54,-142,2784,523,-685,-307,238
388220,74,-20,1241,711,-710,-404,238
388225,464,-443,6118,56,-1483,-509,238
388230,-3,-939,3812,492,-790,-419,238
388235,185,69,8487,334,-1220,-272,238
388240,544,-385,7986,-612,-7,-231,238
388245,169,-458,5695,-581,891,-59,238
388250,204,814,4429,-277,792,94,238
