timestamp_ms,ax,ay,az,gx,gy,gz,wheel_pulse
275340,-62,-79,4749,70,1873,192,122
275345,-208,-265,4442,-54,2067,219,122
275350,-207,170,4833,197,2005,229,122
275355,-491,1652,1587,328,2233,85,122
275360,106,1150,2528,1494,1338,-604,122
275365,-189,-961,4664,1859,832,-1353,122
275370,529,-2508,1328,1923,821,-1669,122
275375,-6,-3876,2212,1117,-381,-916,122
275380,-411,-2253,1239,1111,-1256,188,122
275385,-1082,1766,6396,1588,-2493,886,122
275390,-136,-339,4155,1442,-1649,793,122
275395,-631,594,4405,1186,-1661,707,122
275400,183,1350,8905,-899,-1551,508,122
275405,1618,1919,7320,-696,-218,28,122
275410,204,83,4683,-900,526,-300,123
275415,469,635,5133,-1053,1211,-290,123
275420,255,-222,3562,-748,1588,-336,123
275425,90,90,3374,-793,1277,-297,123
275430,519,-232,3562,-539,1481,-469,123
275435,81,361,2693,-745,1658,-402,123
275440,44,-626,4700,-591,1024,-452,123
275445,29,-888,2784,101,956,-541,123
275450,180,-1431,4160,299,42,-455,123
275455,66,-884,3199,-13,114,-170,123
275460,-329,-754,3464,-163,-127,-48,123
275465,-5,-239,6220,66,-471,-51,123
275470,-81,-379,6820,310,-101,-102,123
275475,-196,348,4949,213,458,-84,123
275480,-229,-700,3412,123,606,-228,123
275485,18,-997,2791,37,202,-98,123
275490,-70,38,2545,342,-88,98,123
275495,-65,255,3662,205,-488,97,123
275500,158,-367,4693,85,-611,70,123
275505,193,350,5615,57,-451,103,123
275510,318,-163,6717,-50,-133,37,123
275515,-84,-163,4736,-36,371,5,123
275520,114,-517,4085,-163,152,-38,123
275525,199,-268,3199,-166,135,23,123
275530,116,212,3715,-118,-16,55,123
275535,100,179,4876,-20,-165,-34,123
275540,178,-341,4524,20,61,-181,123
275545,174,-367,5538,21,92,-179,123
275550,-216,-457,4411,107,413,-198,123
275555,-267,-799,3865,98,381,-240,123
275560,-48,-706,3590,10,243,-98,123
275565,-41,-142,4415,102,65,51,123
275570,-311,-254,3728,334,182,138,123
275575,-37,281,4524,179,-9,192,123
275580,250,351,4821,-57,115,104,123
275585,-79,-4,4203,-53,411,-39,123
275590,97,-532,4060,-40,323,-148,123
275595,130,-319,5166,48,161,-110,123
275600,-3,-580,4110,29,463,-57,123
275605,-12,-934,4762,-53,342,74,123
275610,-305,-406,3618,148,559,226,123
275615,60,-29,5210,-40,377,296,123
275620,-166,-206,2789,-28,905,273,123
275625,-210,42,2311,-145,359,265,123
275630,-28,109,3595,-103,-159,170,123
275635,218,329,4639,50,-323,4,123
275640,112,-177,4808,387,-363,-170,123
275645,-214,29,5046,829,-389,-290,123
275650,17,-454,6705,619,-217,-454,123
275655,-84,-1547,3089,334,580,-451,123
275660,-67,-997,3810,116,-185,-146,123
275665,-57,-103,4797,54,-492,59,123
275670,34,108,3276,135,-168,102,123
275675,215,316,3900,430,-484,90,123
275680,245,739,5509,621,-648,14,123
275685,160,389,4993,215,-97,-201,123
275690,281,-573,4578,10,106,-366,123
275695,21,-724,4642,-129,33,-268,123
275700,-194,-207,4095,-152,109,-130,123
275705,112,-362,4291,11,48,-56,123
275710,140,-211,4623,248,91,-26,123
275715,-131,-19,5740,426,186,-33,123
275720,-58,-182,3907,213,622,-108,123
275725,-28,-980,3671,-10,512,-139,123
275730,47,-588,4476,32,185,15,123
275735,0,-14,4470,110,97,111,123
275740,-25,-426,4049,21,105,128,123
275745,-98,105,3270,240,131,163,123
275750,156,288,5247,406,-148,62,123
275755,125,-42,5508,358,240,-80,123
275760,-160,-223,3605,128,485,-168,123
275765,-170,-212,4446,-27,110,-176,123
275770,-242,-128,4109,96,190,-177,123
275775,-145,-285,4208,8,162,-134,123
275780,-213,-391,3305,140,235,-71,123
275785,-195,39,3882,331,13,-28,123
275790,-69,20,4554,144,69,-71,123
275795,-93,-294,4195,-47,324,-117,123
275800,43,-361,3596,-58,253,-119,123
275805,61,329,5325,-71,-163,-160,123
275810,-127,-292,4793,-199,126,-295,123
275815,-62,-298,3104,124,206,-306,123
275820,-55,734,4860,463,-348,-340,123
275825,-153,135,5580,-195,6,-539,123
275830,-282,-896,3390,-237,753,-673,123
275835,-536,-336,3427,85,212,-581,123
275840,-164,-71,4819,-229,-26,-518,123
275845,-261,-484,961,-194,568,-537,124
275850,291,-941,1392,-775,-779,-422,124
275855,432,-284,5153,-1464,-2170,-106,124
